City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description
478,Oriximina,-1.7656,-55.8661,71.67,94,98,1.07,BR,2022-05-21 01:19:28,overcast clouds
479,Sioux Lookout,50.1001,-91.917,33.87,93,100,9.22,CA,2022-05-21 01:19:28,overcast clouds
480,Hamada,34.8833,132.0833,68.72,66,95,2.82,JP,2022-05-21 01:19:29,overcast clouds
481,Yinchuan,38.4681,106.2731,74.98,31,62,6.17,CN,2022-05-21 01:15:55,broken clouds
482,Tahe,52.3333,124.7333,57.69,40,87,9.57,CN,2022-05-21 01:19:30,overcast clouds
483,Caravelas,-17.7125,-39.2481,69.98,66,1,7.43,BR,2022-05-21 01:19:30,clear sky
484,Rocha,-34.4833,-54.3333,47.28,88,72,6.02,UY,2022-05-21 01:19:31,broken clouds
485,Adrar,20.5022,-10.0711,87.06,9,100,6.69,MR,2022-05-21 01:19:32,overcast clouds
486,Novoseleznevo,55.6821,69.2056,45.39,89,100,8.12,RU,2022-05-21 01:19:33,light rain
487,Mitu,1.1983,-70.1733,69.93,99,95,1.7,CO,2022-05-21 01:19:35,overcast clouds
488,Vestmanna,62.1564,-7.1664,47.32,100,100,10.36,FO,2022-05-21 01:19:36,light rain
489,Sinnamary,5.3833,-52.95,75.88,94,100,12.1,GF,2022-05-21 01:19:36,overcast clouds
490,Sistranda,63.7256,8.834,48.52,86,97,6.24,NO,2022-05-21 01:19:37,overcast clouds
491,Beloha,-25.1667,45.05,66.67,45,91,3.78,MG,2022-05-21 01:19:39,overcast clouds
492,Kaligutan,7.7031,125.8131,82.33,79,89,0.87,PH,2022-05-21 01:19:40,overcast clouds
493,Bubog,10.7694,122.968,82.53,78,98,5.48,PH,2022-05-21 01:19:41,overcast clouds
494,Pryazha,61.6926,33.6216,25.83,79,46,3.44,RU,2022-05-21 01:19:41,scattered clouds
495,Mangai,-4.05,19.5333,70.16,99,100,1.83,CD,2022-05-21 01:19:42,overcast clouds
496,Lebu,-37.6167,-73.65,50.72,91,26,6.71,CL,2022-05-21 01:17:44,scattered clouds
497,Samarai,-10.6167,150.6667,83.1,72,24,7.67,PG,2022-05-21 01:19:42,few clouds
498,Murdochville,48.9583,-65.5006,52.68,61,100,9.31,CA,2022-05-21 01:19:43,overcast clouds
499,Quballat,36.5418,9.6633,62.49,70,0,4.52,TN,2022-05-21 01:19:43,clear sky
500,Rosarito,32.3333,-117.0333,66.42,82,98,9.93,MX,2022-05-21 01:19:44,overcast clouds
501,Severnyy,50.677,36.5532,53.64,76,75,4.47,RU,2022-05-21 01:19:44,light rain
502,Strezhevoy,60.7333,77.5889,43.74,74,99,15.61,RU,2022-05-21 01:19:45,overcast clouds
503,Binzhou,37.3667,118.0167,83.62,27,0,12.53,CN,2022-05-21 01:19:45,clear sky
504,Port Hardy,50.6996,-127.4199,55.58,71,20,11.5,CA,2022-05-21 01:15:17,few clouds
505,Balud,10.1476,123.6953,85.96,71,100,3.62,PH,2022-05-21 01:19:46,overcast clouds
506,Develi,38.3906,35.4922,36.75,60,0,3.11,TR,2022-05-21 01:20:46,clear sky
507,Lalmohan,22.3384,90.7419,85.39,78,3,10.98,BD,2022-05-21 01:20:47,clear sky
508,Zarubino,42.63,131.0922,58.91,71,6,2.04,RU,2022-05-21 01:20:47,clear sky
509,Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.79,100,100,6.71,RU,2022-05-21 01:20:48,overcast clouds
510,Margate,51.3813,1.3862,53.31,91,24,1.99,GB,2022-05-21 01:20:48,few clouds
511,Ouadda,8.0777,22.4007,68.52,95,100,4.21,CF,2022-05-21 01:20:49,overcast clouds
512,Nouadhibou,20.931,-17.0347,66.18,88,1,18.41,MR,2022-05-21 01:20:49,clear sky
513,Katsuura,35.1333,140.3,69.82,79,100,12.37,JP,2022-05-21 01:20:50,overcast clouds
514,Ballina,-28.8667,153.5667,61.79,79,100,14.99,AU,2022-05-21 01:20:50,moderate rain
515,Tual,-5.6667,132.75,84.07,69,91,19.89,ID,2022-05-21 01:20:51,overcast clouds
516,Williston,48.147,-103.618,40.03,65,100,8.01,US,2022-05-21 01:20:51,overcast clouds
517,Voznesenye,61.0106,35.4781,33.17,85,89,1.95,RU,2022-05-21 01:20:52,overcast clouds
518,Capaccio,40.4244,15.0809,56.07,70,57,3.65,IT,2022-05-21 01:20:52,broken clouds
519,Ossora,59.2353,163.0719,38.5,88,97,6.24,RU,2022-05-21 01:20:53,overcast clouds
520,Sedalia,38.7045,-93.2283,67.91,68,100,13.8,US,2022-05-21 01:20:37,overcast clouds
521,Ippy,6.2679,21.2247,68.29,97,100,2.62,CF,2022-05-21 01:20:53,moderate rain
522,Nagornyy,52.7959,83.5498,63.86,46,21,9.62,RU,2022-05-21 01:20:54,few clouds
523,Port Moresby,-9.4431,147.1797,89.02,58,40,11.5,PG,2022-05-21 01:20:54,scattered clouds
524,Akureyri,65.6835,-18.0878,42.73,93,0,9.22,IS,2022-05-21 01:20:55,clear sky
525,Shahreza,32.0339,51.8794,67.89,22,0,4.41,IR,2022-05-21 01:20:55,clear sky
526,Bermejo,-32.8833,-68.8,46.31,61,51,4.61,AR,2022-05-21 01:20:55,broken clouds
527,Shirokiy,49.758,129.523,59.63,60,12,12.66,RU,2022-05-21 01:20:56,few clouds
528,Umea,63.8284,20.2597,37.9,100,20,3.44,SE,2022-05-21 01:17:14,few clouds
529,Porbandar,21.6422,69.6093,81.93,78,6,16.04,IN,2022-05-21 01:20:57,clear sky
530,Tartagal,-22.5164,-63.8013,56.23,56,98,3.98,AR,2022-05-21 01:20:32,overcast clouds
531,Pochutla,15.7432,-96.4661,82.81,59,9,8.5,MX,2022-05-21 01:20:57,clear sky
532,Bourail,-21.5667,165.4833,79.11,75,85,14.76,NC,2022-05-21 01:20:58,overcast clouds
533,Acu,-5.5767,-36.9086,75.58,86,96,5.06,BR,2022-05-21 01:18:41,overcast clouds
534,Mount Gambier,-37.8333,140.7667,54.68,62,5,7.58,AU,2022-05-21 01:20:58,clear sky
535,Laguna,38.421,-121.4238,83.05,13,0,20.71,US,2022-05-21 01:20:59,clear sky
536,La Asuncion,11.0333,-63.8628,80.33,83,0,17.27,VE,2022-05-21 01:18:08,clear sky
537,Wittingen,52.7269,10.7361,54.99,100,52,16.08,DE,2022-05-21 01:21:00,broken clouds
538,San Quintin,30.4833,-115.95,64.08,73,37,8.19,MX,2022-05-21 01:21:00,scattered clouds
539,Alyangula,-13.8483,136.4192,84.27,61,1,14.79,AU,2022-05-21 01:21:01,clear sky
540,Mangan,27.5167,88.5333,72.68,70,91,1.92,IN,2022-05-21 01:19:20,overcast clouds
541,San Juan Del Sur,11.2529,-85.8705,77.5,86,98,5.01,NI,2022-05-21 01:21:01,overcast clouds
542,Galesong,-5.3166,119.3661,80.62,72,89,2.64,ID,2022-05-21 01:21:02,overcast clouds
543,Malanje,-9.5402,16.341,60.22,94,1,2.89,AO,2022-05-21 01:21:02,clear sky
544,Mezen,65.8522,44.24,28.26,77,14,6.89,RU,2022-05-21 01:21:03,few clouds
545,Yurla,59.3259,54.3223,34.41,94,100,5.08,RU,2022-05-21 01:21:03,overcast clouds
546,Port-Gentil,-0.7193,8.7815,78.49,83,100,12.55,GA,2022-05-21 01:21:04,overcast clouds
547,Medina,24.4686,39.6142,90.03,9,0,5.75,SA,2022-05-21 01:21:04,clear sky
548,Isla Mujeres,21.2311,-86.731,82.45,87,79,16.96,MX,2022-05-21 01:21:05,broken clouds
549,Seymchan,62.8833,152.4333,45.19,68,100,6.02,RU,2022-05-21 01:21:05,overcast clouds
550,Carauari,-4.8828,-66.8958,71.58,91,94,1.14,BR,2022-05-21 01:21:06,overcast clouds
551,Konstantinovskiy,57.8301,39.5899,28.11,92,28,5.3,RU,2022-05-21 01:21:06,scattered clouds
552,Vanavara,60.34,102.2797,61.45,55,5,3.94,RU,2022-05-21 01:21:07,clear sky
553,Oulainen,64.2667,24.8,45.81,73,98,4.65,FI,2022-05-21 01:21:07,overcast clouds
554,Kabo,7.6994,18.629,73.11,85,100,10.18,CF,2022-05-21 01:22:08,overcast clouds
555,Sirnak,37.5228,42.4594,46.31,56,0,9.44,TR,2022-05-21 01:22:08,clear sky
556,Sebinkarahisar,40.2883,38.4236,35.08,75,2,1.14,TR,2022-05-21 01:22:09,clear sky
557,West Wendover,40.7391,-114.0733,54.03,21,89,13.44,US,2022-05-21 01:22:09,overcast clouds
558,Oakdale,44.963,-92.9649,60.22,58,75,12.66,US,2022-05-21 01:22:10,broken clouds
559,Lincoln,40.8,-96.667,64.31,40,75,14.97,US,2022-05-21 01:22:10,broken clouds
560,Nikki,9.9401,3.2108,73.4,90,75,6.55,BJ,2022-05-21 01:22:11,broken clouds
561,Skelleftea,64.7507,20.9528,35.96,75,82,3.44,SE,2022-05-21 01:22:11,broken clouds
562,Olafsvik,64.8945,-23.7142,46.63,90,100,8.12,IS,2022-05-21 01:22:12,overcast clouds
563,Batagay-Alyta,67.8006,130.4114,32.27,84,92,2.73,RU,2022-05-21 01:22:12,overcast clouds
564,Araouane,18.9048,-3.5265,87.08,13,25,5.28,ML,2022-05-21 01:22:13,scattered clouds
565,Ranong,9.9658,98.6348,78.73,85,96,10.96,TH,2022-05-21 01:22:14,moderate rain
566,Portland,45.5234,-122.6762,62.8,57,75,8.05,US,2022-05-21 01:19:24,broken clouds
567,Bada,51.392,109.8717,73.04,30,67,2.68,RU,2022-05-21 01:22:14,broken clouds
568,Aras,42.5617,-2.356,61.21,63,0,0.0,ES,2022-05-21 01:22:15,clear sky
569,Aginskoye,51.1,114.53,63.91,26,50,3.02,RU,2022-05-21 01:22:15,scattered clouds
570,Parrita,9.5201,-84.3225,76.95,90,100,3.85,CR,2022-05-21 01:22:16,overcast clouds
571,Kostomuksha,64.571,30.5767,35.62,77,97,4.43,RU,2022-05-21 01:22:16,overcast clouds
572,Sola,-13.8833,167.55,81.91,76,27,11.63,VU,2022-05-21 01:22:17,scattered clouds
573,Flinders,-34.5833,150.8552,65.17,72,74,5.99,AU,2022-05-21 01:22:17,light rain
574,Salinopolis,-0.6136,-47.3561,75.29,90,100,4.94,BR,2022-05-21 01:22:18,light rain
575,Lyuban,52.7985,28.0048,55.26,94,100,8.59,BY,2022-05-21 01:22:18,overcast clouds
576,Damghan,36.1683,54.348,61.68,56,33,13.47,IR,2022-05-21 01:22:19,scattered clouds
577,Malibu,34.005,-118.8101,67.1,87,97,4.27,US,2022-05-21 01:22:11,overcast clouds
578,Palmer,42.1584,-72.3287,66.81,79,75,4.61,US,2022-05-21 01:22:20,broken clouds
579,Patiya,22.2931,91.9762,81.79,84,8,6.64,BD,2022-05-21 01:22:20,clear sky
580,Leopoldshohe,52.0125,8.6983,53.46,88,64,13.62,DE,2022-05-21 01:22:21,broken clouds
581,Bayir,37.2687,28.2167,50.52,59,0,2.64,TR,2022-05-21 01:22:21,clear sky
582,Srednekolymsk,67.45,153.6833,57.88,38,75,8.14,RU,2022-05-21 01:22:22,broken clouds
583,Metro,-5.1131,105.3067,78.98,83,100,4.27,ID,2022-05-21 01:22:22,overcast clouds
584,Senador Jose Porfirio,-2.5908,-51.9542,71.92,95,100,1.12,BR,2022-05-21 01:22:23,overcast clouds
585,Tura,25.5198,90.2201,74.03,94,30,4.25,IN,2022-05-21 01:22:23,heavy intensity rain
586,Vao,-22.6667,167.4833,73.87,88,100,29.71,NC,2022-05-21 01:22:24,overcast clouds
587,Beausejour,50.0622,-96.5167,38.97,76,100,13.6,CA,2022-05-21 01:22:24,overcast clouds
588,Brazzaville,-4.2658,15.2832,74.91,86,100,2.95,CG,2022-05-21 01:22:25,overcast clouds
589,Hirara,24.8,125.2833,78.66,73,75,14.97,JP,2022-05-21 01:22:25,broken clouds
590,Porto Novo,6.4965,2.6036,82.22,84,100,7.45,BJ,2022-05-21 01:22:26,light rain
591,Humaita,-7.5061,-63.0208,71.94,69,97,0.92,BR,2022-05-21 01:22:26,overcast clouds
592,Aromashevo,56.8602,68.6375,45.21,73,100,5.06,RU,2022-05-21 01:22:27,overcast clouds
593,Sur,22.5667,59.5289,87.49,48,6,11.56,OM,2022-05-21 01:22:27,clear sky
594,Chernushka,56.5072,56.0766,38.3,88,100,7.85,RU,2022-05-21 01:22:27,overcast clouds
595,Dalbandin,28.8947,64.4101,78.06,15,0,7.54,PK,2022-05-21 01:22:28,clear sky
596,Miedzyrzec Podlaski,51.9864,22.7825,57.81,94,100,6.89,PL,2022-05-21 01:22:28,overcast clouds
597,Acapulco,16.8634,-99.8901,80.42,69,40,10.36,MX,2022-05-21 01:22:29,scattered clouds
598,Bubaque,11.2833,-15.8333,78.62,80,44,15.35,GW,2022-05-21 01:22:29,scattered clouds
599,Austin,30.2672,-97.7431,86.11,74,0,18.41,US,2022-05-21 01:20:20,clear sky
600,Aasiaat,68.7098,-52.8699,29.71,75,100,3.65,GL,2022-05-21 01:22:30,overcast clouds
601,Sept-Iles,50.2001,-66.3821,48.06,74,100,6.91,CA,2022-05-21 01:22:30,overcast clouds
602,Rundu,-17.9333,19.7667,47.41,23,8,7.56,NA,2022-05-21 01:23:31,clear sky
603,Zhezkazgan,47.8043,67.7144,55.38,50,0,11.18,KZ,2022-05-21 01:23:31,clear sky
604,Sangmelima,2.9333,11.9833,68.43,98,100,1.74,CM,2022-05-21 01:23:32,overcast clouds
605,Lucea,18.451,-78.1736,82.26,76,100,5.7,JM,2022-05-21 01:23:32,overcast clouds
606,Svobodnyy,51.4,128.1333,60.44,51,74,10.04,RU,2022-05-21 01:23:33,broken clouds
607,Campestre,-21.7111,-46.2464,44.94,82,0,2.84,BR,2022-05-21 01:23:33,clear sky
608,Kepno,51.2784,17.9891,61.74,96,100,13.96,PL,2022-05-21 01:23:34,overcast clouds
609,Taltal,-25.4,-70.4833,63.21,66,100,4.09,CL,2022-05-21 01:23:34,overcast clouds
610,Srivardhan,18.0333,73.0167,81.5,81,84,5.95,IN,2022-05-21 01:23:35,broken clouds
611,Goderich,43.7501,-81.7165,59.83,93,92,21.52,CA,2022-05-21 01:23:35,overcast clouds
612,Gazalkent,41.5581,69.7708,62.69,66,37,6.42,UZ,2022-05-21 01:23:36,scattered clouds
613,Tondano,1.3038,124.9112,80.69,71,60,2.55,ID,2022-05-21 01:23:36,broken clouds
614,Achutupo,9.2,-77.9833,77.11,88,100,5.55,PA,2022-05-21 01:23:37,overcast clouds
615,Lompoc,34.6391,-120.4579,71.02,64,0,13.8,US,2022-05-21 01:23:37,clear sky
616,Bastia,42.6667,9.3333,65.3,71,0,3.44,FR,2022-05-21 01:23:37,clear sky
617,Vestmannaeyjar,63.4427,-20.2734,49.89,80,100,8.03,IS,2022-05-21 01:23:38,overcast clouds
618,Meulaboh,4.1363,96.1285,79.16,82,100,3.04,ID,2022-05-21 01:23:38,overcast clouds
619,Copiapo,-27.3667,-70.3333,53.29,50,19,1.39,CL,2022-05-21 01:23:39,few clouds
620,Mahajanga,-15.7167,46.3167,69.82,83,20,3.44,MG,2022-05-21 01:23:39,few clouds
621,Bumba,2.1833,22.4667,70.99,98,100,3.89,CD,2022-05-21 01:23:40,overcast clouds
622,Wunsiedel,50.0333,12.0167,60.01,80,71,8.01,DE,2022-05-21 01:23:40,broken clouds
623,Regeneracao,-6.2378,-42.6883,72.1,90,30,2.35,BR,2022-05-21 01:23:41,scattered clouds
624,Namwala,-15.7504,26.4384,63.3,60,78,0.58,ZM,2022-05-21 01:23:41,broken clouds
625,Mocuba,-16.8392,36.9856,66.76,96,16,3.85,MZ,2022-05-21 01:23:42,few clouds
626,Burgeo,47.6167,-57.6152,48.51,65,18,6.93,CA,2022-05-21 01:23:42,few clouds
627,Nantucket,41.2835,-70.0995,54.0,94,100,13.8,US,2022-05-21 01:23:43,overcast clouds
628,Ninotsminda,41.2646,43.5916,30.06,93,92,5.41,GE,2022-05-21 01:23:43,overcast clouds
629,Lysa Hora,48.1706,31.1099,57.2,73,29,7.9,UA,2022-05-21 01:23:43,scattered clouds
630,Taoudenni,22.6783,-3.9836,95.05,8,34,14.2,ML,2022-05-21 01:23:44,scattered clouds
631,Astana,51.1801,71.446,60.75,48,0,13.42,KZ,2022-05-21 01:23:44,clear sky
632,Saint-Augustin,51.226,-58.6502,52.23,56,99,11.45,CA,2022-05-21 01:23:45,overcast clouds
633,Lakes Entrance,-37.8811,147.981,56.16,61,0,1.45,AU,2022-05-21 01:23:45,clear sky
634,Aksu,41.1231,80.2644,75.4,29,98,8.01,CN,2022-05-21 01:23:46,overcast clouds
635,Arlit,18.7369,7.3853,85.89,26,9,6.98,NE,2022-05-21 01:23:46,clear sky
636,Lata,40.1629,-8.3327,74.03,41,100,5.93,PT,2022-05-21 01:23:47,overcast clouds
637,Udachnyy,66.4167,112.4,41.45,69,100,2.01,RU,2022-05-21 01:23:47,overcast clouds
638,Erzin,36.9559,36.2,61.93,36,0,4.63,TR,2022-05-21 01:23:48,clear sky
639,Vysokogornyy,50.1167,139.15,44.47,94,100,3.56,RU,2022-05-21 01:23:48,overcast clouds
640,Vuktyl,63.8567,57.3094,31.87,73,100,12.53,RU,2022-05-21 01:23:49,overcast clouds
641,Urumqi,43.801,87.6005,72.55,31,0,4.47,CN,2022-05-21 01:20:02,clear sky
642,Oneonta,42.4529,-75.0638,69.84,93,100,8.97,US,2022-05-21 01:23:49,overcast clouds
643,Cubuk,40.2386,33.0322,48.76,75,0,1.14,TR,2022-05-21 01:23:50,clear sky
644,Morgan City,29.6994,-91.2068,82.99,94,40,6.91,US,2022-05-21 01:23:50,scattered clouds
645,Oussouye,12.485,-16.5469,75.74,78,10,8.14,SN,2022-05-21 01:23:51,clear sky
646,Vallenar,-28.5708,-70.7581,63.03,39,28,1.74,CL,2022-05-21 01:23:51,scattered clouds
647,Hranice,49.548,17.7347,66.52,94,100,8.05,CZ,2022-05-21 01:23:52,overcast clouds
648,Ukiah,39.1502,-123.2078,80.44,27,0,14.97,US,2022-05-21 01:24:52,clear sky
649,Boguchany,58.3814,97.4531,63.23,43,7,8.72,RU,2022-05-21 01:24:53,clear sky
650,Niksic,42.7731,18.9445,40.86,72,11,4.09,ME,2022-05-21 01:24:53,few clouds
651,Khash,28.2211,61.2158,71.11,21,0,3.87,IR,2022-05-21 01:24:54,clear sky
652,Quatre Cocos,-20.2078,57.7625,75.09,73,55,15.82,MU,2022-05-21 01:24:54,broken clouds
653,Muisne,0.6,-80.0333,77.68,85,100,5.7,EC,2022-05-21 01:24:55,overcast clouds
654,Marevo,57.3146,32.0804,40.57,67,96,7.72,RU,2022-05-21 01:24:55,overcast clouds
655,Sol-Iletsk,51.1631,54.9918,43.63,94,100,14.47,RU,2022-05-21 01:24:56,overcast clouds
656,Yatou,37.15,122.3833,73.81,51,0,9.01,CN,2022-05-21 01:24:56,clear sky
657,Edgewater,28.9889,-80.9023,75.43,88,100,16.46,US,2022-05-21 01:21:15,moderate rain
658,Malinovoye Ozero,51.6753,79.7825,67.71,32,24,5.88,RU,2022-05-21 01:24:57,few clouds
659,Asosa,10.0667,34.5333,63.57,75,65,4.41,ET,2022-05-21 01:24:57,broken clouds
660,Turiacu,-1.6633,-45.3717,72.68,96,82,2.62,BR,2022-05-21 01:24:57,broken clouds
661,Siocon,7.7061,122.1353,83.28,77,99,4.43,PH,2022-05-21 01:24:58,moderate rain
662,Coimbra,40.2056,-8.4195,73.15,45,100,6.11,PT,2022-05-21 01:24:58,overcast clouds
663,Diego De Almagro,-26.3667,-70.05,59.23,41,87,1.45,CL,2022-05-21 01:21:28,overcast clouds
664,Sabha,27.0377,14.4283,67.37,36,0,20.87,LY,2022-05-21 01:24:59,clear sky
665,Tank,32.2217,70.3793,85.77,22,0,4.76,PK,2022-05-21 01:24:59,clear sky
666,Hare Bay,48.8499,-54.0148,45.75,76,0,2.57,CA,2022-05-21 01:25:00,clear sky
667,Jijiang,29.2906,106.2542,75.36,82,100,2.06,CN,2022-05-21 01:25:00,overcast clouds
668,Tilichiki,60.4667,166.1,38.7,86,100,4.34,RU,2022-05-21 01:25:01,overcast clouds
669,Kaohsiung,22.6163,120.3133,83.03,80,75,3.44,TW,2022-05-21 01:25:01,haze
670,Celestun,20.8667,-90.4,86.38,62,89,9.55,MX,2022-05-21 01:25:02,overcast clouds
671,Mandurah,-32.55,115.7,64.9,69,15,10.16,AU,2022-05-21 01:25:02,few clouds
672,Dali,25.7,100.1833,66.25,70,66,1.43,CN,2022-05-21 01:25:03,broken clouds
673,Cap Malheureux,-19.9842,57.6142,75.47,72,26,5.99,MU,2022-05-21 01:25:03,scattered clouds
674,Adeje,28.1227,-16.726,67.32,78,75,14.97,ES,2022-05-21 01:25:04,broken clouds
675,Gizo,-8.103,156.8419,85.28,66,8,7.72,SB,2022-05-21 01:25:05,clear sky
676,Pacific Grove,36.6177,-121.9166,74.89,62,0,8.05,US,2022-05-21 01:25:05,clear sky
677,Espera Feliz,-20.6503,-41.9072,51.22,90,0,2.1,BR,2022-05-21 01:25:06,clear sky
678,Praia,14.9215,-23.5087,70.34,83,20,13.8,CV,2022-05-21 01:25:06,few clouds
679,Wuxue,29.8506,115.5525,71.13,73,34,1.34,CN,2022-05-21 01:25:07,scattered clouds
680,Plock,52.5468,19.7064,58.01,99,100,6.93,PL,2022-05-21 01:25:07,moderate rain
681,Bluefields,12.0137,-83.7635,76.35,92,100,5.17,NI,2022-05-21 01:25:08,overcast clouds
682,Domoni,-12.2569,44.5319,76.55,77,10,3.18,KM,2022-05-21 01:25:08,clear sky
683,Riberalta,-10.9833,-66.1,68.05,63,9,0.83,BO,2022-05-21 01:25:09,clear sky
684,Albacete,38.8333,-2.0,67.19,82,0,6.91,ES,2022-05-21 01:25:03,clear sky
685,Along,28.1667,94.7667,70.09,94,69,2.08,IN,2022-05-21 01:25:09,broken clouds
686,Cockburn Town,21.4612,-71.1419,79.86,87,100,20.09,TC,2022-05-21 01:25:10,overcast clouds
687,Bonthe,7.5264,-12.505,78.22,87,100,8.12,SL,2022-05-21 01:25:10,light rain
688,Sakaraha,-22.9,44.5333,62.55,57,0,4.56,MG,2022-05-21 01:25:11,clear sky
689,Ciudad Guayana,8.3533,-62.6528,81.52,80,5,10.6,VE,2022-05-21 01:25:11,clear sky
690,Nanakuli,21.3906,-158.1547,85.95,67,0,9.22,US,2022-05-21 01:25:12,light rain
691,Kiunga,-6.1219,141.2906,82.94,73,73,4.09,PG,2022-05-21 01:23:11,broken clouds
692,Xining,36.6167,101.7667,56.7,57,100,1.39,CN,2022-05-21 01:25:13,overcast clouds
693,Akhtubinsk,48.2795,46.1722,42.53,81,0,10.92,RU,2022-05-21 01:26:13,clear sky
694,Pilar,-9.5972,-35.9567,73.33,96,94,3.69,BR,2022-05-21 01:26:14,light rain
695,Zyryanka,65.75,150.85,55.17,39,100,17.25,RU,2022-05-21 01:26:14,overcast clouds
696,Waddan,29.1614,16.139,58.53,49,0,6.89,LY,2022-05-21 01:26:15,clear sky
697,Ginda,30.6945,78.4932,66.94,27,65,6.2,IN,2022-05-21 01:26:15,broken clouds
698,Orapa,-21.2833,25.3667,50.25,61,61,10.83,BW,2022-05-21 01:26:16,broken clouds
699,Le Port,-20.9373,55.2919,73.36,65,6,3.53,RE,2022-05-21 01:26:16,clear sky
700,Salisbury,51.0693,-1.7957,52.97,88,99,9.22,GB,2022-05-21 01:26:17,overcast clouds
701,Nabire,-3.3667,135.4833,84.99,67,7,2.24,ID,2022-05-21 01:25:07,clear sky
702,Huarmey,-10.0681,-78.1522,65.79,89,36,7.83,PE,2022-05-21 01:26:17,scattered clouds
703,Mana,5.6592,-53.7767,76.33,91,100,10.04,GF,2022-05-21 01:26:18,light rain
704,Oktyabrskiy,54.4815,53.471,40.12,92,100,10.27,RU,2022-05-21 01:26:18,overcast clouds
705,Taketa,32.9652,131.3785,61.79,98,100,4.47,JP,2022-05-21 01:26:19,overcast clouds
706,Kalmunai,7.4167,81.8167,80.35,76,10,7.76,LK,2022-05-21 01:26:19,clear sky
707,Quibdo,5.6947,-76.6611,79.14,94,75,1.1,CO,2022-05-21 01:26:20,broken clouds
708,Sao Felix Do Xingu,-6.6447,-51.995,70.75,78,46,0.51,BR,2022-05-21 01:24:42,scattered clouds
709,Solton,52.8429,86.4787,60.31,64,28,6.51,RU,2022-05-21 01:26:21,scattered clouds
710,Amapa,1.0,-52.0,69.87,100,100,1.48,BR,2022-05-21 01:26:21,overcast clouds
711,Mosquera,4.7059,-74.2302,55.49,94,75,2.3,CO,2022-05-21 01:26:21,broken clouds
712,Tevaitoa,-16.7833,-151.5,79.75,72,5,6.78,PF,2022-05-21 01:26:22,clear sky
713,Atlantic City,39.3643,-74.4229,69.03,86,0,6.91,US,2022-05-21 01:26:23,clear sky
714,Okha,53.5739,142.9478,39.15,78,100,13.4,RU,2022-05-21 01:26:23,overcast clouds
715,Janakpur,26.7183,85.9065,81.03,68,0,6.8,NP,2022-05-21 01:26:24,clear sky
716,Denpasar,-8.65,115.2167,85.66,84,20,4.61,ID,2022-05-21 01:26:24,few clouds
717,Alvaraes,-3.2208,-64.8042,71.19,90,9,0.85,BR,2022-05-21 01:26:25,clear sky
718,Macapa,0.0389,-51.0664,76.98,94,0,3.44,BR,2022-05-21 01:26:08,clear sky
